date;DZD;AUD;BWP;BRL;BND;CAD;CLP;CNY;CZK;DKK;EUR;INR;ILS;JPY;KRW;KWD;MYR;MUR;MXN;NZD;NOK;OMR;PEN;PHP;PLN;QAR;RUB;SAR;SGD;ZAR;SEK;CHF;THB;TTD;AED;GBP;USD;UYU
21/07/2020;128.1733;0.704;;5.2277;1.3903;1.3446;786.04;6.9933;23.097;6.5061;1.1443;74.7678;3.421;107.22;1203.7;0.30705;4.2625;;22.3597;0.6577;9.1701;0.3845;3.491;49.415;3.8812;3.64;70.9668;3.75;1.3903;16.50585;8.9579;0.9375;31.725;6.7525;3.6725;1.2701;1;43.082
22/07/2020;127.9829;0.7152;0.0873;5.1105;1.3833;1.342;777.66;7.0032;22.77;6.4296;1.1578;74.6848;3.419;106.86;1198.1;0.30665;4.2535;40.3138;22.251;0.6645;9.0985;0.3845;3.502;49.316;3.8534;3.64;70.7881;3.75;1.3833;16.38695;8.8862;0.93245;31.583;6.7628;3.6725;1.26945;1;42.622
23/07/2020;127.9384;0.7151;0.0874;5.1641;1.384;1.3392;769.06;6.9961;22.766;6.4335;1.1569;74.7548;3.421;;1193.7;0.30655;4.2525;40.3002;22.3627;0.6666;9.1687;;3.514;49.339;3.806;3.64;70.963;;1.384;16.62595;8.8606;0.92715;31.643;6.7722;3.6725;1.2713;1;42.532
24/07/2020;128.1517;0.7086;0.0869;5.214;1.3854;1.3421;767.17;7.0208;22.625;6.4126;1.1608;74.8672;3.42;;1198.5;;4.2645;40.3501;22.3842;0.6643;9.2137;;3.529;49.411;3.8029;;71.5974;;1.3854;16.77855;8.8738;0.92495;31.738;6.7724;;1.2733;1;42.257
27/07/2020;127.9282;0.7129;0.0873;5.1883;1.3791;1.3378;768.63;7.0017;22.28;6.3296;1.176;74.762;3.413;105.82;1201.3;0.306;4.2515;40.2777;22.0275;0.6667;9.0717;0.3845;3.524;49.35;3.7643;3.64;71.585;;1.3791;16.4472;8.8059;0.92005;;6.7714;3.6725;1.2873;1;42.392
28/07/2020;127.8248;0.7141;0.0876;5.1771;1.3794;1.3373;768.81;7.0076;22.407;6.3522;1.1717;74.7458;3.415;105.33;1196.6;0.306;4.2475;40.149;21.9615;0.6694;9.1269;0.3845;;49.223;3.7532;3.64;71.9196;;1.3794;16.59075;8.7717;0.91855;;6.7706;3.6725;1.28815;1;42.379
29/07/2020;127.8101;0.7165;0.0876;5.1389;1.378;1.336;767.82;6.997;22.424;6.3477;1.1725;74.7667;3.409;104.94;1195.1;;4.249;40.0676;21.9907;0.6657;9.0894;0.3845;;49.201;3.761;3.64;72.2348;;1.378;16.4658;8.7424;0.91735;31.494;6.7461;3.6725;1.2965;1;42.505
30/07/2020;127.9838;0.7159;0.087;5.1831;1.3752;1.3432;759.18;7.0014;22.352;6.3379;1.1743;74.8412;;105.08;1195.2;;4.2425;39.9864;22.1727;0.6654;9.1299;;3.506;49.217;3.7549;;73.3633;;1.3752;16.79425;8.7727;0.91445;31.415;6.7247;;1.3014;1;42.541
31/07/2020;;0.7213;0.0871;5.2027;;1.3404;754.45;6.9855;22.091;6.2831;1.1848;74.7722;3.408;104.55;1191.4;;;39.9951;22.2012;0.6701;9.0583;0.3845;3.522;;3.7166;;73.4261;;;16.9745;8.6536;0.90835;31.22;6.7346;;1.3138;1;42.376
03/08/2020;;;0.0861;5.3069;1.376;;757.06;6.9758;22.451;6.3505;1.1726;74.9789;3.415;106.2;1189.1;;4.2335;39.963;22.614;0.6633;9.1411;;3.538;49.114;3.7499;3.64;74.1586;;1.376;17.26765;8.7839;0.91815;31.227;6.7409;;1.3014;1;42.655
04/08/2020;128.5118;0.7132;0.086;5.3323;1.376;1.3372;761.34;6.9866;22.287;6.3291;1.1765;75.0894;3.424;106.12;1193.7;0.30585;4.2175;39.9397;22.7845;0.6613;9.1431;;3.546;49.104;3.7364;3.64;73.3806;;1.376;17.45745;8.7193;0.9156;31.123;6.7301;3.6725;1.3033;1;42.771
05/08/2020;128.3438;0.7181;0.0857;5.2754;1.3713;1.3262;767.98;6.9514;21.992;6.2855;1.1854;74.9086;3.412;105.6;1193.5;0.30565;4.2005;39.9913;22.4068;0.6636;8.9915;;3.545;49.114;3.7143;3.64;73.2806;;1.3713;17.1875;8.7057;0.91025;31.008;6.7575;3.6725;1.31235;1;42.553
06/08/2020;128.1759;0.7207;0.0858;5.3425;1.3696;1.3292;774.82;6.9466;22.125;6.2906;1.1843;74.8591;3.409;105.53;1190.3;0.30545;4.1875;39.9385;22.3652;0.6641;8.9959;;3.545;49.054;3.724;3.64;73.0397;;1.3696;17.5526;8.6804;0.90855;31.069;6.7574;3.6725;1.31715;1;42.718
07/08/2020;;0.7207;0.0852;5.4221;1.3724;1.3377;777.18;6.9605;22.241;6.303;1.1817;74.9556;3.409;105.58;1184.3;;4.1975;39.9069;22.4892;0.6683;9.0068;;3.547;49.055;3.7302;;73.6376;;1.3724;17.53135;8.7051;0.9139;31.174;6.7682;;1.30775;1;42.642
10/08/2020;128.5697;0.7165;0.0849;5.3927;;1.3354;784.28;6.9666;22.262;6.3316;1.1763;74.878;3.414;;1185.9;0.30575;4.194;39.8472;22.485;0.6601;9.036;0.3845;3.556;49.082;3.7393;3.64;73.775;3.75;;;8.7498;0.9183;31.169;6.7432;3.6725;1.3025;1;42.461
11/08/2020;128.726;0.7177;0.0847;5.4279;1.3726;1.3291;796.58;6.9528;22.194;6.32;1.1783;74.8436;3.402;106.16;1186.7;0.30585;4.1985;39.8294;22.349;0.661;8.967;0.3845;3.56;49.038;3.739;3.64;73.1522;3.75;1.3726;17.48775;8.7457;0.9119;31.109;6.7678;3.6725;1.3089;1;42.453
12/08/2020;128.6913;0.7118;0.0851;5.4545;1.3751;1.3254;793.61;6.9474;22.185;6.3267;1.1771;74.8286;3.406;106.6;1184.9;0.3061;4.1985;39.9252;22.3457;0.6538;8.9596;0.3845;3.565;48.97;3.7558;3.64;73.2351;3.75;1.3751;17.4339;8.7564;0.9131;;6.7337;3.6725;1.30435;1;42.534
13/08/2020;128.3728;0.7172;0.0855;5.3795;1.3714;1.3217;792.69;6.9439;22.082;6.2938;1.1833;74.8369;3.406;106.66;1186;0.3058;4.1895;39.924;22.2628;0.6576;8.886;0.3845;3.57;48.962;3.7176;3.64;73.6067;3.75;1.3714;17.4648;8.6788;0.9102;31.047;6.7321;3.6725;1.31005;1;42.506
14/08/2020;128.4713;0.7157;0.0855;5.3846;1.3733;1.325;793.32;6.9479;22.105;6.3041;1.1813;74.7721;3.404;106.96;1183.6;;4.2025;39.894;22.0313;0.6537;8.9226;;3.573;48.89;3.7227;;73.2157;;1.3733;17.44775;8.7102;0.91035;31.066;6.7288;;1.31045;1;42.5
17/08/2020;128.2686;0.7183;0.0857;5.4491;1.3697;1.3207;796.73;6.941;22.053;6.2828;1.1853;74.8464;3.409;106.53;;0.3057;4.1875;39.8297;22.057;0.6537;8.8686;0.3845;3.575;48.805;3.7076;3.64;72.9676;3.75;1.3697;17.4497;8.6841;0.90775;31.157;6.7134;3.6725;1.30865;1;42.722
18/08/2020;128.0486;0.7225;0.0854;5.4653;1.3676;1.317;803.4;6.9269;21.949;6.2545;1.1906;74.819;3.401;105.75;1185.8;0.30545;4.188;39.8123;22.1535;0.6548;8.8199;;3.572;48.687;3.6895;3.64;73.4321;3.75;1.3676;17.39595;8.6685;0.90535;31.172;6.7302;3.6725;1.316;1;42.612
19/08/2020;127.8748;0.7249;0.0859;5.49;1.3654;1.3171;796.23;6.9176;21.88;6.2393;1.1933;74.7608;3.4;105.2;1185.1;0.3053;4.1825;39.792;22.0527;0.6603;8.8373;0.3845;;48.627;3.6732;3.64;73.2392;3.75;1.3654;17.19335;8.6502;0.90295;31.193;6.735;3.6725;1.3219;1;42.874
20/08/2020;;0.7172;0.0858;5.6504;;1.3195;784.25;6.9181;21.992;6.2828;1.185;75.0062;3.402;106.09;1182.3;;;39.8195;22.176;0.6558;8.9509;;;48.561;3.7164;3.64;73.7711;3.75;1.3694;17.20635;8.7018;0.9112;31.387;6.7561;3.6725;1.31285;1;43.192
21/08/2020;128.2975;0.7204;0.086;5.6058;1.3667;;785.84;6.9111;22.168;6.3252;1.1769;74.8755;3.404;105.67;1186.3;;4.177;39.8278;22.0362;0.6537;8.9993;;;;3.7164;;74.0999;;1.3667;17.23295;8.7318;0.9114;31.46;;;1.3152;1;
24/08/2020;128.4076;0.7178;0.0862;5.5948;1.3723;1.3207;790.88;6.9145;22.023;6.283;1.1847;74.8282;3.402;105.79;1185.3;0.30575;4.1805;39.8224;21.984;0.6542;8.9633;0.3845;3.579;48.654;3.7273;3.64;74.4184;3.75;1.3723;16.9582;8.7737;0.90955;31.574;6.7709;3.6725;1.3117;1;42.779
25/08/2020;128.3844;0.7174;0.0866;5.5991;1.3692;1.3194;786.17;6.9106;22.109;6.2996;1.1814;74.3952;3.4;106;1190;0.30575;4.1715;39.8559;21.9723;0.6537;8.946;0.3845;3.588;48.651;3.7144;3.64;74.5126;3.75;1.3692;16.7751;8.7698;0.90945;31.478;6.7693;3.6725;1.3129;1;
26/08/2020;128.3785;0.7193;0.0867;5.5674;1.3685;1.3155;784.44;6.8968;22.272;6.3143;1.1789;74.3541;3.401;106.45;1186.3;0.30575;4.17;39.8924;21.9202;0.656;8.9578;0.3845;3.582;48.504;3.7269;3.64;75.5379;3.75;1.3685;16.771;8.7709;0.90885;31.359;6.7736;3.6725;1.3153;1;42.702
27/08/2020;128.2975;0.7237;0.0866;5.595;1.3656;1.3129;786.91;6.8757;22.258;6.3043;1.1806;74.3263;3.369;105.92;1187;0.3056;4.1715;39.8164;22.1168;0.6632;8.9089;0.3845;3.568;48.53;3.7286;3.64;75.2354;3.75;1.3656;16.9222;8.7237;0.90965;31.259;6.7438;3.6725;1.31885;1;42.65
28/08/2020;128.0138;0.7299;0.0866;5.4673;1.3641;1.3097;784.27;6.8673;21.989;6.2475;1.1915;73.3528;3.368;106.65;1185.7;;4.1745;39.8553;21.8602;0.6649;8.7872;;3.538;48.621;3.6983;;74.6382;;1.3641;16.68715;8.6591;0.90335;31.226;6.7357;;1.33035;1;42.501
31/08/2020;128.008;0.7354;0.0874;5.4707;1.3579;1.3042;779.92;6.8561;21.953;6.2344;1.194;73.5951;3.362;105.37;1185.1;0.3053;;39.8236;21.888;0.6739;8.7563;0.3845;3.542;;3.6924;3.64;73.8039;3.75;1.3579;16.7076;8.6419;0.90475;31.078;;3.6725;;1;42.587
01/09/2020;127.7242;0.7412;0.087;5.3726;1.357;1.3055;776.46;6.8185;21.882;6.2096;1.1987;72.8204;3.353;105.87;1183.3;0.3051;4.1475;39.7681;21.7445;0.6758;8.7076;0.3845;3.527;48.483;3.6707;3.64;73.5849;3.75;1.357;16.66;8.6191;0.90415;30.989;6.7225;3.6725;1.34685;1;42.502
02/09/2020;128.4101;0.736;0.0872;5.3735;1.3615;1.3067;770.59;6.8259;22.203;6.2737;1.1861;73.0126;3.366;106.01;1184.6;0.3054;4.1495;39.7612;21.8393;0.6769;8.7733;0.3845;3.529;48.476;3.7191;3.64;73.8588;3.75;1.3615;16.77715;8.707;0.91045;31.233;6.7175;3.6725;1.3364;1;42.673
03/09/2020;128.6364;0.7306;0.0867;5.3073;1.3625;1.3123;771.45;6.8323;22.325;6.2982;1.1813;73.356;3.368;106.23;1186.2;0.3057;4.1425;39.7703;21.6383;0.677;8.9152;0.3845;3.538;48.591;3.7337;3.64;75.468;3.75;1.3625;16.7669;8.7337;0.91165;31.341;6.7253;3.6725;1.3252;1;42.593
08/09/2020;128.6887;0.7289;0.087;5.3692;1.3679;1.3191;773.24;6.8311;22.503;6.3137;1.1785;73.4272;3.392;106.3;1187.2;0.3058;4.1665;39.8718;21.7138;0.669;9.055;0.3845;3.542;48.616;3.7652;3.64;75.9645;3.75;1.3679;16.7211;8.7743;0.91735;31.406;6.7485;3.6725;1.30625;1;42.558
09/09/2020;128.9035;0.7225;0.0862;5.3018;1.3714;1.3173;776.65;6.8472;22.532;6.3198;1.1773;73.6728;3.407;105.95;1187.9;0.3059;4.1735;;21.5377;0.6621;9.1013;0.3845;3.534;48.626;3.7871;3.64;76.0713;3.75;1.3714;16.7651;8.8236;0.91885;31.392;6.7484;3.6725;1.2929;1;42.52
10/09/2020;128.7004;0.728;0.0871;5.293;1.3676;1.3162;767.87;6.8415;22.436;6.2793;1.1849;73.3541;3.414;106.2;1189.6;0.3058;4.1655;39.8529;21.2773;0.6678;9.0193;0.3845;3.539;48.615;3.761;3.64;75.5274;3.75;1.3676;16.75585;8.7506;0.9089;31.295;6.7567;3.6725;1.3021;1;42.524
11/09/2020;128.6307;0.7281;0.0866;5.2848;1.3677;;764.99;6.8364;22.411;6.2765;1.1854;73.4737;3.438;106.15;1185.3;;4.1565;39.8597;21.321;0.6656;9.0289;;;48.579;3.7534;;74.8896;;1.3677;;8.7547;0.90955;31.305;;;1.2829;1;
14/09/2020;128.5262;0.7287;0.0869;5.2978;1.3662;1.3175;768.34;6.8297;22.449;6.2646;1.1876;73.383;3.435;106.15;1188.3;0.3058;4.1485;39.8401;21.0728;0.6688;9.0041;0.3845;3.565;48.551;3.7522;3.64;74.7148;3.75;1.3662;16.6539;8.7599;0.90665;31.284;6.7451;3.6725;1.2879;1;42.488
15/09/2020;128.4681;0.7328;0.0873;5.2722;1.3613;1.3176;767.01;6.7821;22.564;6.256;1.1892;73.4169;3.422;105.68;1184.2;0.3056;4.134;39.8043;21.0692;0.6698;8.9945;0.3845;3.548;48.522;3.7445;3.64;75.1884;3.75;1.3613;16.44975;8.7596;0.9055;31.228;6.7433;3.6725;1.29125;1;42.442
16/09/2020;128.5029;0.7311;0.0876;5.2526;1.36;1.3168;760.01;6.763;22.503;6.2681;1.1869;73.7451;3.411;105.28;1180.5;0.3056;;39.8082;;0.6723;8.9821;0.3845;3.537;48.428;3.7526;3.64;74.9278;3.75;1.36;16.28265;8.7792;0.906;31.172;6.7267;3.6725;1.2966;1;42.434
17/09/2020;128.7583;0.7278;0.0876;5.2587;1.3628;1.32;761.54;6.7677;22.669;6.3063;1.1797;73.7021;3.422;105.05;1177.8;0.30585;4.147;39.82;20.985;0.669;9.0903;0.3845;3.533;48.394;3.7713;3.64;75.1941;3.75;1.3628;16.34075;8.8276;0.91105;31.195;6.7276;3.6725;1.29595;1;42.45
18/09/2020;128.59;0.732;0.0883;5.2883;1.3563;1.3186;;6.7596;22.585;6.2878;1.1833;73.297;;104.82;1175.4;;4.1275;39.836;20.9697;0.6773;9.088;;3.523;48.454;3.7585;;75.0319;;1.3563;16.14705;8.7782;0.90965;31.137;6.7492;;1.29815;1;42.437
21/09/2020;128.6423;0.7315;0.088;5.4434;1.3549;1.3293;764.34;6.7695;22.897;6.3127;1.1787;73.3164;3.442;;1163.6;0.3055;4.1105;39.8533;21.505;0.6769;9.2339;0.3845;3.543;48.41;3.7963;3.64;76.0381;3.75;1.3549;16.67405;8.7679;0.91365;31.078;6.7585;3.6725;1.2861;1;42.504
22/09/2020;129.1009;0.7213;0.0863;5.4323;1.3623;1.331;772.83;6.7958;23.008;6.3388;1.174;73.4951;3.441;;1160.6;0.30585;4.1365;39.8486;21.5682;0.6671;9.3295;0.3845;3.552;48.367;3.8359;3.64;76.2711;3.75;1.3623;16.63265;8.884;0.91445;31.384;6.766;3.6725;1.2857;1;42.422
23/09/2020;129.2635;0.7135;0.0863;5.5305;1.3665;1.3358;773.4;6.7913;23.055;6.3658;1.1692;73.6273;3.445;105.13;1163.9;0.3062;4.141;39.912;22.0897;0.6609;9.4028;0.3845;3.566;48.449;3.8399;3.64;76.3545;;1.3665;17.04325;8.9326;0.92045;31.491;6.7672;3.6725;1.27245;1;42.373
24/09/2020;129.4551;0.7042;0.0855;5.5708;1.3747;1.3374;781.44;6.8213;23.197;6.3912;1.1645;73.9246;3.478;105.43;1164.4;0.3063;4.1635;39.9788;22.3678;0.6541;9.534;0.3845;3.577;48.508;3.8833;3.64;77.178;;1.3747;;9.0404;0.9252;31.609;;3.6725;1.2754;1;42.439
25/09/2020;129.3854;0.7061;0.086;5.5661;1.3757;1.3396;788.02;6.815;23.294;6.4006;1.1634;73.7297;3.467;105.53;1170.3;;4.1685;;22.4402;0.6552;9.5793;;3.59;48.545;3.9016;;76.8195;;1.3757;17.0658;9.0921;0.9277;31.524;;;1.2701;1;42.522
28/09/2020;129.5655;0.7049;0.0859;5.5852;1.3757;1.3378;787.15;6.8239;;6.3804;1.167;73.5733;;105.39;1170.5;0.3064;4.167;40.033;22.4573;0.6544;9.4756;0.3845;3.589;48.472;3.9083;3.64;78.6713;3.75;1.3757;17.02465;9.1129;0.92605;31.702;6.7597;3.6725;1.2902;1;42.472
29/09/2020;129.3447;0.7084;0.0857;5.6521;1.3713;1.3391;784.19;6.8203;23.203;6.3631;1.1702;73.8521;3.459;105.47;1173.5;0.3062;4.1645;40.0649;22.3598;0.6564;9.4465;0.3845;3.592;48.455;3.9228;3.64;79.6845;;1.3713;17.01535;9.04;0.92245;31.7;6.7695;3.6725;1.28645;1;42.483
30/09/2020;129.1416;0.7108;;5.6401;1.3692;1.3339;784.46;6.8086;;6.3599;1.1708;73.7978;3.441;105.79;;;4.1585;40.0599;22.1438;0.6603;9.4814;0.3845;3.595;48.465;3.8658;3.64;78.7847;3.75;1.3692;16.84425;8.9883;0.922;31.664;6.7626;3.6725;1.28325;1;42.575
01/10/2020;129.1067;0.7188;;5.6435;1.3634;1.3292;788.15;;22.895;6.3326;1.1752;73.3834;3.427;105.54;;;4.148;40.0354;21.9562;0.6619;9.2812;;3.602;48.422;3.8513;3.64;77.2774;3.75;1.3634;16.6079;8.9396;0.91815;31.588;6.728;3.6725;1.28365;1;42.533
02/10/2020;129.13;0.7139;0.0868;5.6458;1.3658;1.331;785.04;;23.043;6.3439;1.173;;3.431;105.56;;;4.1605;40.0493;21.7025;0.6639;9.2958;;3.616;48.458;3.8366;;78.0915;;1.3658;16.5695;8.9228;0.921;31.615;6.7216;;1.2911;1;42.557
05/10/2020;129.1241;;0.0873;5.6293;1.3625;1.3269;790.81;;23.023;6.3222;1.1768;73.264;3.422;105.58;1169.5;0.30605;4.1595;40.0249;21.396;0.6646;9.2501;;3.61;48.463;3.8252;3.64;78.1281;3.75;1.3625;16.4045;8.9123;0.91645;31.508;6.7116;3.6725;1.29475;1;42.495
06/10/2020;128.8687;0.7191;0.0871;5.5199;1.3592;1.3272;794.34;;22.917;6.3084;1.1795;73.3684;3.411;105.65;1163.4;0.30585;4.15;40.0262;21.4507;0.6654;9.2075;0.3845;3.581;48.428;3.818;3.64;78.5119;3.75;1.3592;16.50215;8.897;0.91505;31.247;6.7188;3.6725;1.29345;1;42.49
07/10/2020;128.95;0.7124;0.0868;5.6012;1.3619;1.3275;797.35;;22.996;6.3229;1.177;73.3603;3.407;105.65;1160;0.30605;4.1595;39.9814;21.493;0.6582;9.2874;0.3845;3.577;48.377;3.8126;3.64;78.0921;3.75;1.3619;16.64015;8.9416;0.9175;31.312;6.721;3.6725;1.28655;1;42.512
08/10/2020;128.9674;0.7145;0.0871;5.6194;1.3592;1.322;795.05;;23.029;6.3258;1.1765;73.2943;3.394;106;1162.5;0.30605;4.1555;39.9645;21.4318;0.6551;9.268;;;48.444;3.8175;3.64;77.9157;3.75;1.3592;16.59655;8.8673;0.9181;31.207;6.7361;3.6725;1.29005;1;42.555
09/10/2020;128.8165;0.7179;0.0872;5.5387;1.3565;1.3136;797.25;6.7153;22.983;6.3096;1.1795;73.2103;3.381;105.96;;;4.1475;40.0266;21.1822;0.6596;9.2092;;3.57;48.377;3.7913;;77.0284;;1.3565;16.48815;8.8505;0.91245;31.12;;;1.29355;1;42.566
13/10/2020;128.828;0.7185;0.0873;5.5854;1.3593;1.3133;796.05;6.7505;23.212;6.3148;1.1787;73.379;3.386;105.37;1148.3;0.3057;4.155;40.02;21.3677;0.6635;9.1561;0.3845;3.592;48.38;3.7932;3.64;77.2855;3.75;1.3593;16.47035;8.8187;0.91085;;6.7546;3.6725;1.30575;1;42.624
14/10/2020;129.0661;0.717;0.0872;5.5669;1.359;1.3139;797.66;6.7393;23.244;6.3352;1.175;73.4558;3.384;105.43;1149.5;0.30595;4.146;40.0071;21.2998;0.6661;9.21;0.3845;;48.556;3.8301;3.64;77.2759;3.75;1.359;16.5314;8.834;0.9148;31.187;6.7656;3.6725;1.29505;1;42.66
15/10/2020;129.0196;0.7136;0.087;5.6166;1.3577;1.323;798.56;6.7271;23.375;6.3625;1.1698;73.2677;3.394;105.24;1145.7;0.30595;4.148;39.9447;21.3832;0.6654;9.3758;0.3845;;48.623;3.8904;3.64;77.9461;3.75;1.3577;16.6831;9.0395;0.91375;31.172;6.7477;3.6725;1.29555;1;42.805
16/10/2020;129.1357;0.7072;0.0867;5.622;1.3612;1.3192;801.91;6.7013;23.232;6.3385;1.1741;73.383;3.383;105.25;1144.6;;4.1545;39.9959;21.1765;0.6596;9.3323;;;;3.8976;;77.9644;;1.3612;16.51355;8.8603;0.9144;31.201;6.7401;;1.2889;1;42.892
19/10/2020;129.0952;0.7086;0.0871;5.6017;1.3577;1.3165;795.68;6.7015;23.204;6.314;1.1785;73.4189;3.378;105.39;1145.6;0.30605;4.147;40.026;21.1342;0.6627;9.2889;0.3845;3.586;48.578;3.8761;3.64;77.9241;;1.3577;16.4426;8.834;0.9111;31.216;6.7315;3.6725;1.29955;1;42.784
20/10/2020;128.9268;0.7043;0.0871;5.5824;1.3572;1.3138;788.27;6.6838;23.064;6.3019;1.181;73.3337;3.379;105.57;1142.2;0.30585;4.1455;40.0877;21.0902;0.6593;9.2886;0.3845;3.584;48.578;3.8926;3.64;77.778;3.75;1.3572;16.53995;8.8387;0.90755;31.246;6.7423;3.6725;1.2955;1;42.715
21/10/2020;128.5726;0.7081;0.0876;5.6;1.3556;1.3122;786.66;6.6523;22.937;6.2801;1.1852;73.4546;3.385;105.23;1139.7;0.30565;4.145;40.0566;21.064;0.6594;9.2233;0.3845;3.595;48.589;3.8706;3.64;77.0322;3.75;1.3556;16.42695;8.7246;0.90365;31.229;6.7481;3.6725;1.3069;1;42.679
22/10/2020;128.4739;0.7093;0.0878;5.5814;1.3564;1.3142;784.07;6.666;23.035;6.2946;1.1821;73.6557;3.38;104.67;1133.7;0.30555;4.1495;40.0376;21.03;0.6645;9.2484;0.3845;3.601;48.59;3.8734;3.64;77.0809;3.75;1.3564;16.33025;8.7362;0.90755;31.271;6.7562;3.6725;1.31015;1;42.665
23/10/2020;128.6016;0.7113;0.0878;5.6114;1.3589;1.314;781.41;6.6719;22.961;6.2759;1.1856;73.578;3.378;104.72;1134.1;;4.1465;40.0195;20.9205;0.6672;9.2087;;3.601;48.59;3.8665;;76.4667;;1.3589;16.19035;8.7649;0.9045;;6.7675;;1.3075;1;42.667
26/10/2020;128.619;0.7116;0.0879;5.6322;1.3594;1.3201;777.72;6.6968;23.091;6.296;1.1819;73.7331;3.381;104.88;1134.6;0.30555;4.1645;40.0339;20.9818;;9.2618;0.3845;;48.587;3.8759;3.64;76.4443;3.75;1.3594;16.2535;8.7766;0.9068;31.315;6.7719;3.6725;1.3055;1;
27/10/2020;128.6597;0.7134;0.0879;5.6484;1.3596;1.3164;779.57;6.7107;23.109;6.2885;1.1832;73.7487;3.382;104.79;1129.1;0.30565;4.165;40.0128;20.8798;0.6683;9.1614;0.3845;3.604;48.39;3.886;3.64;76.4556;3.75;1.3596;16.1208;8.7537;0.908;31.258;6.7729;3.6725;1.3051;1;42.686
28/10/2020;128.8397;0.7145;0.088;5.7319;1.3595;1.3302;772.05;6.7125;;6.3473;1.1727;73.765;3.393;104.22;1127.6;;4.1645;40.076;21.1648;0.6698;9.3539;0.3845;3.61;48.436;3.9313;3.64;77.552;3.75;1.3595;16.44015;8.7737;0.91155;31.17;6.7776;3.6725;1.2953;1;42.842
29/10/2020;;0.7062;0.0876;5.7797;;1.3349;775.56;6.7058;23.381;6.3621;1.1704;73.9732;3.41;104.39;1129.3;;;40.1196;21.377;0.6649;9.5262;;3.61;48.369;3.9505;3.64;78.8699;3.75;1.3632;16.4395;8.8609;0.91255;31.241;6.7751;3.6725;1.2942;1;43.033
30/10/2020;129.2983;0.7044;0.0872;5.7712;1.3637;1.3318;770.45;6.6983;23.296;6.3657;1.1698;;3.422;104.58;1133.4;;4.157;40.133;21.2508;0.6625;9.4837;0.3845;3.61;48.401;3.9563;;79.3323;;1.3637;16.2591;8.9132;0.91645;31.188;6.7747;;1.2984;1;43.003
02/11/2020;129.5189;0.7;0.0876;;1.3672;1.3257;771.92;6.6976;23.284;6.3899;1.1652;74.322;3.4;104.74;1130.4;0.30615;4.155;;;0.6594;9.5372;0.3845;3.6;;3.9557;3.64;80.5749;3.75;1.3672;16.26815;8.93;0.9173;31.159;6.7338;3.6725;1.2907;1;
03/11/2020;129.2461;0.703;0.0876;5.6889;1.364;1.3145;769.17;6.6925;23.004;6.3632;1.1702;74.326;3.416;;1134.7;0.30615;4.1585;40.2005;21.1555;0.6631;9.4089;0.3845;3.602;48.396;3.9069;3.64;80.0006;3.75;1.364;16.05095;8.8797;0.9147;31.079;6.7187;3.6725;1.29885;1;42.826
04/11/2020;129.3796;0.7105;0.0877;5.6926;1.367;1.3138;758.53;6.7158;22.849;6.3532;1.1721;74.6915;3.41;104.9;1134.6;0.30615;4.1635;40.1466;21.0345;0.6684;9.3493;0.3845;3.596;48.379;3.8996;3.64;;3.75;1.367;16.00195;8.8714;0.9122;31.126;6.7474;3.6725;1.3022;1;42.862
05/11/2020;128.9848;0.7166;0.0885;5.5618;1.3579;1.3051;757.16;6.6404;22.58;6.2815;1.1855;74.2677;3.381;104.28;1136.5;0.30585;4.1525;40.1754;20.7612;0.6697;9.1523;0.3845;3.589;48.392;3.8353;3.64;78.4559;3.75;1.3579;15.79945;8.7551;0.90725;31.029;6.7118;3.6725;1.30725;1;42.741
06/11/2020;128.5262;0.7262;0.0892;5.5307;1.3503;1.3039;752.01;6.6227;22.464;6.2757;1.187;74.0535;3.377;103.69;1130.9;;4.143;40.172;20.62;0.6766;9.1999;;3.596;48.35;3.8194;;77.1875;;1.3503;15.74715;8.7015;0.9002;30.675;6.7444;;1.31305;1;42.751
09/11/2020;128.3287;0.7292;0.0898;5.2815;1.344;1.297;759.25;6.569;22.27;6.2674;1.1883;73.9258;3.361;103.33;1124.4;0.3053;4.1145;40.1739;20.36;0.6795;9.013;;3.584;48.134;3.7787;3.64;76.9515;3.75;1.344;15.3373;8.6251;0.90075;30.491;6.7399;3.6725;1.3169;1;42.529
10/11/2020;128.6248;0.7282;0.0898;5.369;1.3462;1.3017;753.75;6.6132;22.389;6.3046;1.1808;74.2116;3.376;105.1;1115.6;0.3056;4.1155;40.1525;20.4018;0.6825;9.0293;;3.619;;3.8168;3.64;76.3978;3.75;1.3462;15.4982;8.6202;0.9157;30.47;6.7511;3.6725;1.3264;1;42.698
11/11/2020;128.6655;0.7309;0.0894;5.4014;1.3461;;760.9;6.6077;22.476;6.326;1.1766;74.2529;;105.14;1115.9;0.3056;4.123;;20.5772;0.6829;9.0747;0.3845;;48.237;;3.64;76.2075;3.75;1.3461;15.668;8.6345;0.9183;30.254;;3.6725;1.32685;1;
12/11/2020;128.8339;0.727;0.0891;5.4088;1.349;1.3123;757.42;6.6312;22.441;6.3149;1.1791;74.45;3.377;105.28;1112.4;0.3058;4.134;40.1621;20.5303;0.6897;9.1305;0.3845;3.63;;3.7995;3.64;77.1148;3.75;1.349;15.6419;8.6347;0.91465;30.271;6.7718;3.6725;1.31585;1;42.842
