date,open,high,low,close,adj_close,volume
2019-10-21,1089.930054,1094.660034,1088.189941,1092.630005,1092.630005,179071500
2019-10-22,1092.060059,1092.890015,1086.050049,1092.890015,1092.890015,156780500
2019-10-23,1086.290039,1092.189941,1085.290039,1091.510010,1091.510010,172191400
2019-10-24,1096.219971,1099.400024,1093.609985,1098.930054,1098.930054,188515900
2019-10-25,1102.619995,1102.619995,1091.810059,1098.979980,1098.979980,174449600
2019-10-28,1098.369995,1102.410034,1096.130005,1099.329956,1099.329956,164913000
2019-10-29,1099.530029,1099.530029,1095.589966,1099.359985,1099.359985,193034000
2019-10-30,1101.650024,1104.739990,1097.390015,1104.739990,1104.739990,193420500
2019-10-31,1105.170044,1107.199951,1095.520020,1097.890015,1097.890015,249900900
2019-11-01,1101.119995,1106.689941,1100.050049,1103.739990,1103.739990,164071300
2019-11-04,1108.270020,1116.420044,1108.069946,1114.000000,1114.000000,215172200
2019-11-05,1114.989990,1120.010010,1113.739990,1119.250000,1119.250000,204969000
2019-11-06,1119.630005,1124.930054,1118.660034,1123.439941,1123.439941,207089900
2019-11-07,1127.619995,1127.829956,1124.010010,1127.130005,1127.130005,222573200
2019-11-08,1123.329956,1126.729980,1121.550049,1125.959961,1125.959961,220940200
2019-11-11,1123.310059,1128.459961,1122.489990,1126.229980,1126.229980,151139500
2019-11-12,1128.680054,1133.410034,1127.140015,1131.069946,1131.069946,166610100
2019-11-13,1128.599976,1130.130005,1123.359985,1128.890015,1128.890015,188047300
2019-11-14,1127.770020,1130.689941,1126.599976,1127.219971,1127.219971,160924700
2019-11-15,1132.810059,1134.550049,1126.839966,1134.030029,1134.030029,160410200
2019-11-18,1134.680054,1135.099976,1128.329956,1133.439941,1133.439941,162446900
2019-11-19,1134.229980,1139.359985,1126.719971,1129.079956,1129.079956,167163700
2019-11-20,1124.459961,1126.810059,1119.599976,1125.510010,1125.510010,179487500
2019-11-21,1119.060059,1123.119995,1113.439941,1120.959961,1120.959961,178979700
2019-11-22,1123.410034,1129.540039,1122.739990,1124.199951,1124.199951,166674300
2019-11-25,1128.670044,1132.160034,1128.199951,1131.030029,1131.030029,140885300
2019-11-26,1131.469971,1135.140015,1128.030029,1133.310059,1133.310059,282475400
2019-11-27,1135.959961,1136.640015,1132.369995,1133.689941,1133.689941,158469000
2019-11-28,1130.760010,1131.619995,1128.949951,1131.239990,1131.239990,101138100
2019-11-29,1127.979980,1135.089966,1126.329956,1129.969971,1129.969971,138085000
2019-12-02,1131.099976,1138.459961,1109.170044,1110.430054,1110.430054,223713200
2019-12-03,1111.329956,1114.420044,1095.849976,1100.839966,1100.839966,207508900
2019-12-04,1100.930054,1115.930054,1100.930054,1113.849976,1113.849976,190556400
2019-12-05,1116.089966,1122.790039,1113.640015,1113.650024,1113.650024,157740900
2019-12-06,1117.199951,1127.989990,1116.420044,1127.989990,1127.989990,158759400
2019-12-09,1127.050049,1127.689941,1123.030029,1123.280029,1123.280029,130933300
2019-12-10,1121.819946,1123.290039,1110.130005,1122.430054,1122.430054,155697300
2019-12-11,1121.489990,1124.319946,1117.239990,1123.189941,1123.189941,144741700
2019-12-12,1124.900024,1131.650024,1118.459961,1125.869995,1125.869995,223128300
2019-12-13,1138.949951,1141.020020,1130.709961,1132.439941,1132.439941,256646500
2019-12-16,1137.449951,1148.859985,1137.109985,1146.339966,1146.339966,177185200
2019-12-17,1144.680054,1144.680054,1138.819946,1140.880005,1140.880005,208968200
2019-12-18,1141.000000,1144.520020,1139.800049,1140.280029,1140.280029,181491900
2019-12-19,1140.800049,1142.949951,1137.630005,1142.949951,1142.949951,185587300
2019-12-20,1143.969971,1152.589966,1141.630005,1152.579956,1152.579956,343386600
2019-12-23,1150.920044,1155.160034,1149.709961,1153.810059,1153.810059,108557400
2019-12-24,1153.000000,1154.890015,1152.530029,1154.290039,1154.290039,31050800
2019-12-25,null,null,null,null,null,null
2019-12-27,1156.170044,1160.819946,1154.500000,1156.609985,1156.609985,108041300
2019-12-30,1155.089966,1156.439941,1146.560059,1146.560059,1146.560059,89118500
2019-12-31,1144.369995,1147.760010,1142.410034,1144.390015,1144.390015,48132400
2020-01-02,1151.520020,1160.660034,1150.930054,1158.260010,1158.260010,146422800
2020-01-03,1152.359985,1157.380005,1148.739990,1157.380005,1157.380005,140653000
