date;topix_open;topix_max;topix_min;topix_close;topix_closed_ajusted;topix_volume;euro_open;euro_max;euro_min;euro_close;euro_closed_ajusted;euro_volume;sp500_open;sp500_max;sp500_min;sp500_close;sp500_closed_ajusted;sp500_volume;sse_open;sse_max;sse_min;sse_close;sse_closed_ajusted;sse_volume;nasdaq_open;nasdaq_max;nasdaq_min;nasdaq_close;nasdaq_closed_ajusted;nasdaq_volume
06/11/2019;1760.00;1761.00;1749.00;1754.00;1754.00;2394980.00;1119.63;1124.93;1118.66;1123.44;1123.44;207089900.00;3075.10;3078.34;3065.89;3076.78;3076.78;4458190000.00;2992.04;2995.56;2969.72;2978.60;2978.60;165300.00;8426.57;8426.57;8379.33;8410.63;8410.63;2332650000.00
07/11/2019;1754.00;1759.00;1753.00;1759.00;1759.00;736270.00;1127.62;1127.83;1124.01;1127.13;1127.13;222573200.00;3087.02;3097.77;3080.23;3085.18;3085.18;4144640000.00;2978.15;2988.96;2969.12;2978.71;2978.71;137000.00;8455.11;8483.16;8415.87;8434.52;8434.52;2393950000.00
08/11/2019;1777.00;1777.00;1758.00;1764.00;1764.00;1289320.00;1123.33;1126.73;1121.55;1125.96;1125.96;220940200.00;3081.25;3093.09;3073.58;3093.08;3093.08;3499150000.00;2993.98;2998.76;2962.84;2964.18;2964.18;149700.00;8422.67;8475.57;8405.89;8475.31;8475.31;1974190000.00
11/11/2019;1769.00;1773.00;1762.00;1765.00;1765.00;635470.00;1123.31;1128.46;1122.49;1126.23;1126.23;151139500.00;3080.33;3088.33;3075.82;3087.01;3087.01;3035530000.00;2949.96;2949.96;2906.77;2909.97;2909.97;157900.00;8431.26;8467.29;8425.48;8464.28;8464.28;1715470000.00
12/11/2019;1764.00;1773.00;1759.00;1769.00;1769.00;674810.00;1128.68;1133.41;1127.14;1131.07;1131.07;166610100.00;3089.28;3102.61;3084.73;3091.84;3091.84;3466010000.00;2913.00;2918.30;2891.51;2914.82;2914.82;129700.00;8471.07;8514.84;8462.99;8486.09;8486.09;1987820000.00
13/11/2019;1766.00;1768.00;1759.00;1759.00;1759.00;712800.00;1128.60;1130.13;1123.36;1128.89;1128.89;188047300.00;3084.18;3098.06;3078.80;3094.04;3094.04;3509280000.00;2913.02;2913.86;2893.97;2905.24;2905.24;129800.00;8455.02;8496.90;8451.34;8482.10;8482.10;2173320000.00
14/11/2019;1758.00;1760.00;1739.00;1743.00;1743.00;603830.00;1127.77;1130.69;1126.60;1127.22;1127.22;160924700.00;3090.75;3098.20;3083.26;3096.63;3096.63;3276070000.00;2907.74;2917.37;2899.62;2909.87;2909.87;129100.00;8461.06;8485.36;8441.58;8479.02;8479.02;2106550000.00
15/11/2019;1745.00;1760.00;1744.00;1758.00;1758.00;848120.00;1132.81;1134.55;1126.84;1134.03;1134.03;160410200.00;3107.92;3120.46;3104.60;3120.46;3120.46;3335650000.00;2911.35;2917.83;2891.20;2891.34;2891.34;135500.00;8524.48;8540.83;8506.80;8540.83;8540.83;2188210000.00
18/11/2019;1755.00;1762.00;1753.00;1762.00;1762.00;1181620.00;1134.68;1135.10;1128.33;1133.44;1133.44;162446900.00;3117.91;3124.17;3112.06;3122.03;3122.03;3436690000.00;2889.55;2911.38;2884.09;2909.20;2909.20;124400.00;8529.16;8559.78;8503.62;8549.94;8549.94;2047240000.00
19/11/2019;1757.00;1761.00;1750.00;1758.00;1758.00;983240.00;1134.23;1139.36;1126.72;1129.08;1129.08;167163700.00;3127.45;3127.64;3113.47;3120.18;3120.18;3590070000.00;2904.28;2933.99;2902.86;2933.99;2933.99;135400.00;8578.02;8589.76;8536.73;8570.66;8570.66;2075000000.00
20/11/2019;1749.00;1758.00;1743.00;1751.00;1751.00;771990.00;1124.46;1126.81;1119.60;1125.51;1125.51;179487500.00;3114.66;3118.97;3091.41;3108.46;3108.46;4034890000.00;2928.11;2930.49;2907.42;2911.05;2911.05;137400.00;8543.57;8578.27;8468.63;8526.73;8526.73;2596030000.00
21/11/2019;1746.00;1751.00;1724.00;1748.00;1748.00;1292250.00;1119.06;1123.12;1113.44;1120.96;1120.96;178979700.00;3108.49;3110.11;3094.55;3103.54;3103.54;3720560000.00;2902.55;2910.36;2891.53;2903.64;2903.64;123500.00;8527.87;8530.73;8487.29;8506.21;8506.21;2056230000.00
22/11/2019;1750.00;1760.00;1748.00;1752.00;1752.00;721940.00;1123.41;1129.54;1122.74;1124.20;1124.20;166674300.00;3111.41;3112.87;3099.26;3110.29;3110.29;3226780000.00;2906.24;2925.02;2873.99;2885.29;2885.29;158600.00;8530.54;8535.46;8477.49;8519.88;8519.88;1877090000.00
