bitcoin_close;bitcoin_open;bitcoin_max;bitcoin_min;bitcoin_volume;date
8,706.2;8,916.3;9,183.7;8,552.8;975.01K;19/01/2020
8,641.9;8,705.7;8,740.1;8,539.2;599.06K;20/01/2020
8,732.6;8,642.0;8,770.3;8,524.0;540.20K;21/01/2020
8,678.5;8,733.0;8,805.4;8,610.8;509.06K;22/01/2020
8,405.1;8,678.5;8,687.3;8,309.6;722.67K;23/01/2020
8,439.9;8,404.9;8,522.0;8,242.6;617.02K;24/01/2020
8,341.6;8,439.9;8,447.6;8,277.2;444.00K;25/01/2020
8,607.8;8,341.6;8,607.8;8,304.9;468.34K;26/01/2020
8,866.6;8,608.1;8,983.1;8,585.6;706.45K;27/01/2020
9,377.3;8,866.6;9,389.5;8,866.6;954.20K;28/01/2020
9,298.9;9,377.3;9,428.7;9,250.9;749.88K;29/01/2020
9,507.3;9,299.1;9,569.0;9,209.2;765.21K;30/01/2020
9,349.1;9,508.3;9,525.0;9,222.3;633.37K;31/01/2020
9,381.6;9,349.3;9,458.8;9,301.5;458.42K;01/02/2020
9,334.9;9,381.5;9,465.4;9,183.1;683.37K;02/02/2020
9,296.6;9,334.6;9,582.8;9,243.1;701.39K;03/02/2020
9,193.9;9,296.5;9,347.5;9,193.9;651.68K;04/02/2020
9,611.8;9,194.1;9,726.8;9,179.9;771.46K;05/02/2020
9,772.0;9,611.8;9,854.9;9,536.1;778.67K;06/02/2020
9,818.6;9,771.9;9,872.5;9,738.7;608.96K;07/02/2020
9,895.5;9,817.3;9,931.2;9,673.2;551.31K;08/02/2020
10,151.5;9,895.4;10,157.1;9,882.7;617.35K;09/02/2020
9,854.1;10,151.5;10,181.7;9,774.8;781.22K;10/02/2020
10,229.5;9,854.0;10,314.1;9,725.1;791.28K;11/02/2020
10,317.7;10,229.3;10,435.6;10,229.3;803.25K;12/02/2020
10,235.1;10,321.9;10,482.6;10,116.9;940.30K;13/02/2020
10,333.0;10,235.5;10,372.4;10,125.2;732.51K;14/02/2020
9,907.7;10,336.0;10,369.8;9,831.7;808.81K;15/02/2020
9,932.3;9,907.4;10,056.4;9,654.9;808.91K;16/02/2020
9,701.4;9,931.7;9,951.5;9,468.9;961.88K;17/02/2020
